Q1	experiment_randomization1	Q2	Q5	Q6	Q8	experiment_randomization2	Q12	Q13	Q14	Q15	pid3	pid7	gender4	age4	race4	weight
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"No"	"Republican"	"Not very strong Republican"	"Woman"	"45-64"	"White"	0.893468541
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.850738423
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"45-64"	"White"	1.161710689
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.828857695
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	0.53162686
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"Other"	1.079001231
"I agree to participate"	"Experimental group"	"i agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"Other"	0.767492641
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Oregon"	"Support"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"30-44"	"White"	1.771108193
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"65+"	"Black"	3.640053459
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.082858512
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Black"	0.958406642
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	0.650813844
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.082858512
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"Yes"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Support"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Other"	0.821488704
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	1.165460904
"I agree to participate"	"Experimental group"	"\"I agree\""	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Texas"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"Other"	1.174000551
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Experimental group"	"i agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"45-64"	"White"	1.892527688
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Michigan"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.30190948
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Texas"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"White"	1.361225211
"I agree to participate"	"Experimental group"	"I Agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"45-64"	"Black"	0.480849871
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Hispanic"	1.073236872
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"South Carolina"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Black"	0.362790904
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Tennessee"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	0.603598385
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.454022321
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Other"	2.534960648
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Texas"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Non-binary"	"Under 30"	"White"	6.032999811
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.693838257
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Hispanic"	1.086612262
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Other"	0.289923576
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"45-64"	"Black"	1.047464769
"I agree to participate"	"Experimental group"	"i agree"	"Photo A - Trump Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Oregon"	"Neither support nor oppose"	"Justified"	"No"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"White"	1.142690118
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Hispanic"	0.801176249
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Black"	0.967773798
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"45-64"	"White"	4.526582039
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Hispanic"	0.548809398
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.372735137
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"White"	0.504861871
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"No"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Hispanic"	0.519913517
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"South Carolina"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	0.525082928
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Tennessee"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"White"	0.654300615
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Democrat/Democratic focus"	"Tennessee"	"Support"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"White"	0.999629338
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"White"	6.032999811
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.850738423
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"White"	1.021979196
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Other"	0.847795111
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	0.548651065
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"White"	0.858644138
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.620973976
"I agree to participate"	"Experimental group"	"agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"Other"	0.639473517
"I agree to participate"	"Experimental group"	"Yea"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Republican/Republican focus"	"Texas"	"Support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"White"	0.832001095
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"65+"	"White"	0.818213085
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"Black"	0.955730028
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.707664615
"I agree to participate"	"Experimental group"	"I Agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Other"	0.731381845
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"45-64"	"White"	0.459480585
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	0.53162686
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"Other"	0.945699129
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"65+"	"White"	0.634857802
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"White"	0.886598026
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Tennessee"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Non-binary"	"30-44"	"White"	0.548651065
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Maine"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"White"	6.032999811
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"White"	0.808129143
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Texas"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"45-64"	"Black"	2.078282853
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.273841878
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"Hispanic"	0.358235936
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.768725452
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.765868414
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"45-64"	"White"	1.161710689
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"White"	0.947458463
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.697555533
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"Under 30"	"Other"	0.448318025
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Black"	0.989097551
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Democrat/Democratic focus"	"South Carolina"	"Support"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"White"	0.34185768
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"No"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.367034577
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"45-64"	"Black"	1.459491624
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"45-64"	"Black"	0.509494105
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.847576577
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Black"	0.173007316
"I agree to participate"	"Experimental group"	"43"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Support"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"White"	0.180084776
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"30-44"	"Hispanic"	0.55300506
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Support"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Other"	0.399897499
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"White"	0.352804936
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.850738423
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.768725452
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"Yes"	"Not at all"	"Democrat/Democratic focus"	"Texas"	"Support"	"Justified"	"No"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Other"	0.258673304
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.413237894
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Woman"	"45-64"	"Hispanic"	0.608144883
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"45-64"	"White"	1.13366661
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.106718021
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.850738423
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"45-64"	"Hispanic"	0.770194265
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"White"	0.817017355
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"White"	0.504861871
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"White"	0.894345974
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"South Carolina"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.833298346
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Tennessee"	"Strongly oppose"	"Unjustified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"White"	1.245983987
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"45-64"	"White"	0.850738423
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"45-64"	"White"	1.049719338
