Q4,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30_2,Q31_2,Q77,Q63,Q64,Q65,Q66,Q67,Q68,Q75,Q69,Q70,Q71,Q72,Q73,Q43,Q44,Q45,Q46,Q86,Q93_2,Q90_2,experiment,version,payprompt,gc,outparty,pid
Male,White/Caucasian,"Less than $30,000",4-year College Degree,Republican,NA,Strong Republican,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Female,White/Caucasian,"$100,000 or more",Some College,Republican,NA,Strong Republican,NA,46,Yes,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,100,1 - Not at all,1- Very unlike me,2,2,1- Very unlike me,3,3,3,2,3,3,2,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",Less than High School,Republican,NA,Not a strong Republican,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Male,White/Caucasian,"$60,000 – 69,999",Some College,Republican,NA,Strong Republican,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,2,,NA,NA
Female,White/Caucasian,"$70,000 – 79,999",2-year College Degree,Republican,NA,Strong Republican,NA,53,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,43,77,1 - Not at all,1- Very unlike me,1- Very unlike me,5- Very like me,2,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,NA,NA,NA,NA,Oregon,70,40,2,3,1,1,Democrat,Republican
Male,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",Some College,Republican,NA,Strong Republican,NA,31,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,68,73,3,3,2,4,3,2,1- Very unlike me,4,4,4,3,2,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,2,1,4,Democrat,Republican
Female,White/Caucasian,"$70,000 – 79,999",Masters Degree,Republican,NA,Strong Republican,NA,64,No,No,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,38,48,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",4-year College Degree,Republican,NA,Strong Republican,NA,39,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,84,1 - Not at all,1- Very unlike me,1- Very unlike me,2,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,20,40,2,1,2,1,Democrat,Republican
Female,White/Caucasian,"$30,000 – 39,999",Some College,Republican,NA,Strong Republican,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Female,White/Caucasian,"$100,000 or more",Some College,Republican,NA,Strong Republican,NA,62,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,89,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",Masters Degree,Republican,NA,Strong Republican,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,,NA,NA
Male,White/Caucasian,"$90,000 – 99,999",Masters Degree,Republican,NA,Strong Republican,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Female,White/Caucasian,"$70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,,NA,NA
Female,White/Caucasian,"$100,000 or more",Masters Degree,Republican,NA,Not a strong Republican,NA,52,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,75,95,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,3,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Male,White/Caucasian,"$70,000 – 79,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,2,,NA,NA
Male,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,64,No,No,No,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,96,1 - Not at all,2,2,4,2,2,4,2,2,2,2,2,2,NA,NA,NA,NA,Texas,5,70,2,2,1,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",High School / GED,Republican,NA,Not a strong Republican,NA,55,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,50,76,1 - Not at all,3,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Male,White/Caucasian,"$40,000 – 49,999",4-year College Degree,Republican,NA,Strong Republican,NA,64,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,100,1 - Not at all,1- Very unlike me,4,2,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Male,White/Caucasian,"$70,000 – 79,999",High School / GED,Republican,NA,Strong Republican,NA,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,87,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,20,20,2,3,1,1,Democrat,Republican
Male,White/Caucasian,"$40,000 – 49,999",4-year College Degree,Republican,NA,Strong Republican,NA,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,9,91,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Washington,10,20,2,1,2,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,,NA,NA
Female,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Strong Republican,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,4,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",Some College,Republican,NA,Strong Republican,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",4-year College Degree,Republican,NA,Strong Republican,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,2,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",Some College,Republican,NA,Strong Republican,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,,NA,NA
Male,White/Caucasian,"$100,000 or more",Masters Degree,Republican,NA,Strong Republican,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",Masters Degree,Republican,NA,Not a strong Republican,NA,62,No,No,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,72,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Female,White/Caucasian,"$50,000 – 59,999",Masters Degree,Republican,NA,Strong Republican,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,,NA,NA
Female,White/Caucasian,"$30,000 – 39,999",High School / GED,Republican,NA,Strong Republican,NA,51,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,18,57,1 - Not at all,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,5,2,2,2,2,1,Democrat,Republican
Male,White/Caucasian,"$40,000 – 49,999",Some College,Republican,NA,Not a strong Republican,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,,NA,NA
Female,White/Caucasian,"Less than $30,000",4-year College Degree,Republican,NA,Not a strong Republican,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,,NA,NA
Female,White/Caucasian,"Less than $30,000",Masters Degree,Republican,NA,Strong Republican,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,,NA,NA
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,48,No,No,No,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,42,56,1 - Not at all,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,Tennessee,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",2-year College Degree,Republican,NA,Not a strong Republican,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,,NA,NA
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,,NA,NA
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,76,1 - Not at all,3,2,2,2,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,0,35,2,1,2,1,Democrat,Republican
Male,White/Caucasian,"$60,000 – 69,999",Masters Degree,Republican,NA,Strong Republican,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,,NA,NA
Male,White/Caucasian,"$40,000 – 49,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",Some College,Republican,NA,Not a strong Republican,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",Some College,Republican,NA,Not a strong Republican,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,,NA,NA
Male,White/Caucasian,"$40,000 – 49,999",Some College,Republican,NA,Not a strong Republican,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,2,,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",High School / GED,Republican,NA,Strong Republican,NA,35,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,16,83,2,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,3,5- Very like me,2,2,5- Very like me,5- Very like me,5- Very like me,NA,NA,NA,NA,Louisiana,0,0,2,2,1,1,Democrat,Republican
Male,White/Caucasian,"$60,000 – 69,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",Some College,Republican,NA,Strong Republican,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,,NA,NA
Female,White/Caucasian,"Less than $30,000",Some College,Republican,NA,Strong Republican,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,,NA,NA
Male,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,,NA,NA
Male,White/Caucasian,"Less than $30,000",High School / GED,Independent,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Female,White/Caucasian,"$30,000 – 39,999",2-year College Degree,Republican,NA,Strong Republican,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Male,White/Caucasian,"$70,000 – 79,999",Some College,Republican,NA,Not a strong Republican,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,54,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,71,60,1 - Not at all,2,3,1- Very unlike me,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,Oregon,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",2-year College Degree,Republican,NA,Strong Republican,NA,40,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,100,1 - Not at all,1- Very unlike me,3,5- Very like me,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Male,White/Caucasian,"$50,000 – 59,999",Some College,Republican,NA,Strong Republican,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,,NA,NA
Male,White/Caucasian,"$70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,,NA,NA
Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Male,White/Caucasian,"Less than $30,000",2-year College Degree,Republican,NA,Not a strong Republican,NA,60,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,41,69,1 - Not at all,2,3,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,50,2,3,1,1,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Strong Republican,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Female,White/Caucasian,"$50,000 – 59,999",High School / GED,Republican,NA,Strong Republican,NA,38,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,29,82,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,2,3,1- Very unlike me,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Florida,0,0,2,2,1,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",Some College,Independent,Republican Party,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,2,NA,NA
Female,White/Caucasian,"Less than $30,000",2-year College Degree,Republican,NA,Strong Republican,NA,60,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,86,1 - Not at all,2,3,2,3,5- Very like me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,20,2,2,1,1,Democrat,Republican
Male,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,,NA,NA
Male,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Strong Republican,NA,62,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,20,99,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Democrat,Republican
Female,White/Caucasian,"$30,000 – 39,999",Some College,Republican,NA,Strong Republican,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,,NA,NA
Male,White/Caucasian,"$50,000 – 59,999",Some College,Republican,NA,Not a strong Republican,NA,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,35,70,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Female,White/Caucasian,"$30,000 – 39,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,53,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,51,73,1 - Not at all,3,3,2,3,2,3,2,2,2,2,3,2,Michigan,Neither support nor oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Male,White/Caucasian,"$100,000 or more",4-year College Degree,Republican,NA,Strong Republican,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,2,,NA,NA
Female,White/Caucasian,"$40,000 – 49,999",Some College,Republican,NA,Strong Republican,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,3,1,,NA,NA
